id,stock_number,timestamp,size_id,product_type_id
135,1,2024-05-15 19:02:23.467007+00,15,1988
136,5,2024-05-15 19:02:23.467007+00,16,1988
137,6,2024-05-15 19:02:23.467007+00,17,1988
138,4,2024-05-15 19:02:23.467007+00,12,1989
139,6,2024-05-15 19:02:23.467007+00,13,1989
140,9,2024-05-15 19:02:23.467007+00,14,1989
141,8,2024-05-15 19:02:23.467007+00,15,1989
142,6,2024-05-15 19:02:23.467007+00,16,1989
143,3,2024-05-15 19:02:23.467007+00,17,1989
144,7,2024-05-15 19:02:23.467007+00,12,1990
145,1,2024-05-15 19:02:23.467007+00,13,1990
146,4,2024-05-15 19:02:23.467007+00,14,1990
147,5,2024-05-15 19:02:23.467007+00,15,1990
148,10,2024-05-15 19:02:23.467007+00,16,1990
149,7,2024-05-15 19:02:23.467007+00,17,1990
150,2,2024-05-15 19:02:23.467007+00,12,1991
151,2,2024-05-15 19:02:23.467007+00,13,1991
152,6,2024-05-15 19:02:23.467007+00,14,1991
153,1,2024-05-15 19:02:23.467007+00,15,1991
154,8,2024-05-15 19:02:23.467007+00,16,1991
155,10,2024-05-15 19:02:23.467007+00,17,1991
156,3,2024-05-15 19:02:23.467007+00,12,1993
157,5,2024-05-15 19:02:23.467007+00,13,1993
158,1,2024-05-15 19:02:23.467007+00,14,1993
159,3,2024-05-15 19:02:23.467007+00,15,1993
160,7,2024-05-15 19:02:23.467007+00,16,1993
161,6,2024-05-15 19:02:23.467007+00,17,1993
162,1,2024-05-15 19:02:23.467007+00,12,1994
163,4,2024-05-15 19:02:23.467007+00,13,1994
164,5,2024-05-15 19:02:23.467007+00,14,1994
165,6,2024-05-15 19:02:23.467007+00,15,1994
166,2,2024-05-15 19:02:23.467007+00,16,1994
167,10,2024-05-15 19:02:23.467007+00,17,1994
168,9,2024-05-15 19:02:23.467007+00,12,2065
169,5,2024-05-15 19:02:23.467007+00,13,2065
170,5,2024-05-15 19:02:23.467007+00,14,2065
171,1,2024-05-15 19:02:23.467007+00,15,2065
172,9,2024-05-15 19:02:23.467007+00,16,2065
173,2,2024-05-15 19:02:23.467007+00,17,2065
174,2,2024-05-15 19:02:23.467007+00,12,2069
175,8,2024-05-15 19:02:23.467007+00,13,2069
176,1,2024-05-15 19:02:23.467007+00,14,2069
177,9,2024-05-15 19:02:23.467007+00,15,2069
178,3,2024-05-15 19:02:23.467007+00,16,2069
179,9,2024-05-15 19:02:23.467007+00,17,2069
180,3,2024-05-15 19:02:23.467007+00,12,2078
181,10,2024-05-15 19:02:23.467007+00,13,2078
182,6,2024-05-15 19:02:23.467007+00,14,2078
183,5,2024-05-15 19:02:23.467007+00,15,2078
184,9,2024-05-15 19:02:23.467007+00,16,2078
185,9,2024-05-15 19:02:23.467007+00,17,2078
186,9,2024-05-15 19:02:23.467007+00,12,2120
187,4,2024-05-15 19:02:23.467007+00,13,2120
188,8,2024-05-15 19:02:23.467007+00,14,2120
189,9,2024-05-15 19:02:23.467007+00,15,2120
190,1,2024-05-15 19:02:23.467007+00,16,2120
191,7,2024-05-15 19:02:23.467007+00,17,2120
192,8,2024-05-15 19:02:23.467007+00,12,2122
193,7,2024-05-15 19:02:23.467007+00,13,2122
194,2,2024-05-15 19:02:23.467007+00,14,2122
195,3,2024-05-15 19:02:23.467007+00,15,2122
196,4,2024-05-15 19:02:23.467007+00,16,2122
197,10,2024-05-15 19:02:23.467007+00,17,2122
198,1,2024-05-15 19:02:23.467007+00,12,2123
199,4,2024-05-15 19:02:23.467007+00,13,2123
200,6,2024-05-15 19:02:23.467007+00,14,2123
201,1,2024-05-15 19:02:23.467007+00,15,2123
202,5,2024-05-15 19:02:23.467007+00,16,2123
203,1,2024-05-15 19:02:23.467007+00,17,2123
204,7,2024-05-15 19:02:23.467007+00,12,2124
205,7,2024-05-15 19:02:23.467007+00,13,2124
206,8,2024-05-15 19:02:23.467007+00,14,2124
207,2,2024-05-15 19:02:23.467007+00,15,2124
208,10,2024-05-15 19:02:23.467007+00,16,2124
209,1,2024-05-15 19:02:23.467007+00,17,2124
210,2,2024-05-15 19:02:23.467007+00,1,2199
211,5,2024-05-15 19:02:23.467007+00,2,2199
212,5,2024-05-15 19:02:23.467007+00,3,2199
213,10,2024-05-15 19:02:23.467007+00,4,2199
214,9,2024-05-15 19:02:23.467007+00,5,2199
215,3,2024-05-15 19:02:23.467007+00,6,2199
216,4,2024-05-15 19:02:23.467007+00,7,2199
217,5,2024-05-15 19:02:23.467007+00,8,2199
218,2,2024-05-15 19:02:23.467007+00,9,2199
219,5,2024-05-15 19:02:23.467007+00,10,2199
220,6,2024-05-15 19:02:23.467007+00,11,2199
221,1,2024-05-15 19:02:23.467007+00,1,2214
222,6,2024-05-15 19:02:23.467007+00,2,2214
223,4,2024-05-15 19:02:23.467007+00,3,2214
224,3,2024-05-15 19:02:23.467007+00,4,2214
225,2,2024-05-15 19:02:23.467007+00,5,2214
226,2,2024-05-15 19:02:23.467007+00,6,2214
227,10,2024-05-15 19:02:23.467007+00,7,2214
228,5,2024-05-15 19:02:23.467007+00,8,2214
229,3,2024-05-15 19:02:23.467007+00,9,2214
230,2,2024-05-15 19:02:23.467007+00,10,2214
231,10,2024-05-15 19:02:23.467007+00,11,2214
232,1,2024-05-15 19:02:23.467007+00,1,2216
233,4,2024-05-15 19:02:23.467007+00,2,2216
234,6,2024-05-15 19:02:23.467007+00,3,2216
235,4,2024-05-15 19:02:23.467007+00,4,2216
236,6,2024-05-15 19:02:23.467007+00,5,2216
237,7,2024-05-15 19:02:23.467007+00,6,2216
238,5,2024-05-15 19:02:23.467007+00,7,2216
239,8,2024-05-15 19:02:23.467007+00,8,2216
240,2,2024-05-15 19:02:23.467007+00,9,2216
241,9,2024-05-15 19:02:23.467007+00,10,2216
242,4,2024-05-15 19:02:23.467007+00,11,2216
243,7,2024-05-15 19:02:23.467007+00,1,2217
244,10,2024-05-15 19:02:23.467007+00,2,2217
245,6,2024-05-15 19:02:23.467007+00,3,2217
246,3,2024-05-15 19:02:23.467007+00,4,2217
247,1,2024-05-15 19:02:23.467007+00,5,2217
248,9,2024-05-15 19:02:23.467007+00,6,2217
249,8,2024-05-15 19:02:23.467007+00,7,2217
250,5,2024-05-15 19:02:23.467007+00,8,2217
251,8,2024-05-15 19:02:23.467007+00,9,2217
252,6,2024-05-15 19:02:23.467007+00,10,2217
253,6,2024-05-15 19:02:23.467007+00,11,2217
254,2,2024-05-15 19:02:23.467007+00,12,2244
255,9,2024-05-15 19:02:23.467007+00,13,2244
256,3,2024-05-15 19:02:23.467007+00,14,2244
257,6,2024-05-15 19:02:23.467007+00,15,2244
258,10,2024-05-15 19:02:23.467007+00,16,2244
259,6,2024-05-15 19:02:23.467007+00,17,2244
260,6,2024-05-15 19:02:23.467007+00,12,2245
261,8,2024-05-15 19:02:23.467007+00,13,2245
262,7,2024-05-15 19:02:23.467007+00,14,2245
263,4,2024-05-15 19:02:23.467007+00,15,2245
264,9,2024-05-15 19:02:23.467007+00,16,2245
265,10,2024-05-15 19:02:23.467007+00,17,2245
266,1,2024-05-15 19:02:23.467007+00,12,2266
267,2,2024-05-15 19:02:23.467007+00,13,2266
268,7,2024-05-15 19:02:23.467007+00,14,2266
269,1,2024-05-15 19:02:23.467007+00,15,2266
270,10,2024-05-15 19:02:23.467007+00,16,2266
271,7,2024-05-15 19:02:23.467007+00,17,2266
272,1,2024-05-15 19:02:23.467007+00,12,2267
273,7,2024-05-15 19:02:23.467007+00,13,2267
274,4,2024-05-15 19:02:23.467007+00,14,2267
275,8,2024-05-15 19:02:23.467007+00,15,2267
276,7,2024-05-15 19:02:23.467007+00,16,2267
277,9,2024-05-15 19:02:23.467007+00,17,2267
278,2,2024-05-15 19:02:23.467007+00,12,2268
279,10,2024-05-15 19:02:23.467007+00,13,2268
280,6,2024-05-15 19:02:23.467007+00,14,2268
281,4,2024-05-15 19:02:23.467007+00,15,2268
282,5,2024-05-15 19:02:23.467007+00,16,2268
283,6,2024-05-15 19:02:23.467007+00,17,2268
284,5,2024-05-15 19:02:23.467007+00,12,2269
285,4,2024-05-15 19:02:23.467007+00,13,2269
286,9,2024-05-15 19:02:23.467007+00,14,2269
287,4,2024-05-15 19:02:23.467007+00,15,2269
288,9,2024-05-15 19:02:23.467007+00,16,2269
289,3,2024-05-15 19:02:23.467007+00,17,2269
290,2,2024-05-15 19:02:23.467007+00,12,2270
291,1,2024-05-15 19:02:23.467007+00,13,2270
292,7,2024-05-15 19:02:23.467007+00,14,2270
293,3,2024-05-15 19:02:23.467007+00,15,2270
294,1,2024-05-15 19:02:23.467007+00,16,2270
295,9,2024-05-15 19:02:23.467007+00,17,2270
296,6,2024-05-15 19:02:23.467007+00,12,2280
297,5,2024-05-15 19:02:23.467007+00,13,2280
298,8,2024-05-15 19:02:23.467007+00,14,2280
299,4,2024-05-15 19:02:23.467007+00,15,2280
300,1,2024-05-15 19:02:23.467007+00,16,2280
301,3,2024-05-15 19:02:23.467007+00,17,2280
302,6,2024-05-15 19:02:23.467007+00,12,2288
303,1,2024-05-15 19:02:23.467007+00,13,2288
304,1,2024-05-15 19:02:23.467007+00,14,2288
305,6,2024-05-15 19:02:23.467007+00,15,2288
306,8,2024-05-15 19:02:23.467007+00,16,2288
307,6,2024-05-15 19:02:23.467007+00,17,2288
308,9,2024-05-15 19:02:23.467007+00,12,2289
309,3,2024-05-15 19:02:23.467007+00,13,2289
310,9,2024-05-15 19:02:23.467007+00,14,2289
311,5,2024-05-15 19:02:23.467007+00,15,2289
312,2,2024-05-15 19:02:23.467007+00,16,2289
313,1,2024-05-15 19:02:23.467007+00,17,2289
314,3,2024-05-15 19:02:23.467007+00,12,2290
315,6,2024-05-15 19:02:23.467007+00,13,2290
316,5,2024-05-15 19:02:23.467007+00,14,2290
317,2,2024-05-15 19:02:23.467007+00,15,2290
318,7,2024-05-15 19:02:23.467007+00,16,2290
319,7,2024-05-15 19:02:23.467007+00,17,2290
320,7,2024-05-15 19:02:23.467007+00,12,2292
321,6,2024-05-15 19:02:23.467007+00,13,2292
322,5,2024-05-15 19:02:23.467007+00,14,2292
323,6,2024-05-15 19:02:23.467007+00,15,2292
324,10,2024-05-15 19:02:23.467007+00,16,2292
325,5,2024-05-15 19:02:23.467007+00,17,2292
326,8,2024-05-15 19:02:23.467007+00,12,2293
327,3,2024-05-15 19:02:23.467007+00,13,2293
328,5,2024-05-15 19:02:23.467007+00,14,2293
329,5,2024-05-15 19:02:23.467007+00,15,2293
330,9,2024-05-15 19:02:23.467007+00,16,2293
331,9,2024-05-15 19:02:23.467007+00,17,2293
332,9,2024-05-15 19:02:23.467007+00,12,2294
333,9,2024-05-15 19:02:23.467007+00,13,2294
334,3,2024-05-15 19:02:23.467007+00,14,2294
335,7,2024-05-15 19:02:23.467007+00,15,2294
336,8,2024-05-15 19:02:23.467007+00,16,2294
337,4,2024-05-15 19:02:23.467007+00,17,2294
338,10,2024-05-15 19:02:23.467007+00,12,2295
339,3,2024-05-15 19:02:23.467007+00,13,2295
340,6,2024-05-15 19:02:23.467007+00,14,2295
341,9,2024-05-15 19:02:23.467007+00,15,2295
342,4,2024-05-15 19:02:23.467007+00,16,2295
343,6,2024-05-15 19:02:23.467007+00,17,2295
344,1,2024-05-15 19:02:23.467007+00,12,2297
345,10,2024-05-15 19:02:23.467007+00,13,2297
346,4,2024-05-15 19:02:23.467007+00,14,2297
347,5,2024-05-15 19:02:23.467007+00,15,2297
348,7,2024-05-15 19:02:23.467007+00,16,2297
349,5,2024-05-15 19:02:23.467007+00,17,2297
350,4,2024-05-15 19:02:23.467007+00,12,2299
351,6,2024-05-15 19:02:23.467007+00,13,2299
352,6,2024-05-15 19:02:23.467007+00,14,2299
353,2,2024-05-15 19:02:23.467007+00,15,2299
354,9,2024-05-15 19:02:23.467007+00,16,2299
355,9,2024-05-15 19:02:23.467007+00,17,2299
356,2,2024-05-15 19:02:23.467007+00,12,2300
357,10,2024-05-15 19:02:23.467007+00,13,2300
358,8,2024-05-15 19:02:23.467007+00,14,2300
359,8,2024-05-15 19:02:23.467007+00,15,2300
360,1,2024-05-15 19:02:23.467007+00,16,2300
361,4,2024-05-15 19:02:23.467007+00,17,2300
362,4,2024-05-15 19:02:23.467007+00,12,2302
363,10,2024-05-15 19:02:23.467007+00,13,2302
364,9,2024-05-15 19:02:23.467007+00,14,2302
365,2,2024-05-15 19:02:23.467007+00,15,2302
366,10,2024-05-15 19:02:23.467007+00,16,2302
367,9,2024-05-15 19:02:23.467007+00,17,2302
368,4,2024-05-15 19:02:23.467007+00,12,2303
369,10,2024-05-15 19:02:23.467007+00,13,2303
370,7,2024-05-15 19:02:23.467007+00,14,2303
371,8,2024-05-15 19:02:23.467007+00,15,2303
372,2,2024-05-15 19:02:23.467007+00,16,2303
373,9,2024-05-15 19:02:23.467007+00,17,2303
374,1,2024-05-15 19:02:23.467007+00,12,2305
375,7,2024-05-15 19:02:23.467007+00,13,2305
376,7,2024-05-15 19:02:23.467007+00,14,2305
377,4,2024-05-15 19:02:23.467007+00,15,2305
378,2,2024-05-15 19:02:23.467007+00,16,2305
379,8,2024-05-15 19:02:23.467007+00,17,2305
380,7,2024-05-15 19:02:23.467007+00,12,2307
381,9,2024-05-15 19:02:23.467007+00,13,2307
382,1,2024-05-15 19:02:23.467007+00,14,2307
383,3,2024-05-15 19:02:23.467007+00,15,2307
384,8,2024-05-15 19:02:23.467007+00,16,2307
385,2,2024-05-15 19:02:23.467007+00,17,2307
386,9,2024-05-15 19:02:23.467007+00,12,2309
387,7,2024-05-15 19:02:23.467007+00,13,2309
388,2,2024-05-15 19:02:23.467007+00,14,2309
389,6,2024-05-15 19:02:23.467007+00,15,2309
390,1,2024-05-15 19:02:23.467007+00,16,2309
391,5,2024-05-15 19:02:23.467007+00,17,2309
392,9,2024-05-15 19:02:23.467007+00,12,2311
393,9,2024-05-15 19:02:23.467007+00,13,2311
394,5,2024-05-15 19:02:23.467007+00,14,2311
395,4,2024-05-15 19:02:23.467007+00,15,2311
396,5,2024-05-15 19:02:23.467007+00,16,2311
397,8,2024-05-15 19:02:23.467007+00,17,2311
398,1,2024-05-15 19:02:23.467007+00,12,2313
399,9,2024-05-15 19:02:23.467007+00,13,2313
400,7,2024-05-15 19:02:23.467007+00,14,2313
401,4,2024-05-15 19:02:23.467007+00,15,2313
402,6,2024-05-15 19:02:23.467007+00,16,2313
403,4,2024-05-15 19:02:23.467007+00,17,2313
404,7,2024-05-15 19:02:23.467007+00,12,2315
405,10,2024-05-15 19:02:23.467007+00,13,2315
406,4,2024-05-15 19:02:23.467007+00,14,2315
407,4,2024-05-15 19:02:23.467007+00,15,2315
408,1,2024-05-15 19:02:23.467007+00,16,2315
409,5,2024-05-15 19:02:23.467007+00,17,2315
410,10,2024-05-15 19:02:23.467007+00,12,2322
411,8,2024-05-15 19:02:23.467007+00,13,2322
412,4,2024-05-15 19:02:23.467007+00,14,2322
413,9,2024-05-15 19:02:23.467007+00,15,2322
414,5,2024-05-15 19:02:23.467007+00,16,2322
415,2,2024-05-15 19:02:23.467007+00,17,2322
416,2,2024-05-15 19:02:23.467007+00,18,2365
417,10,2024-05-15 19:02:23.467007+00,12,2482
418,1,2024-05-15 19:02:23.467007+00,13,2482
419,5,2024-05-15 19:02:23.467007+00,14,2482
420,7,2024-05-15 19:02:23.467007+00,15,2482
421,6,2024-05-15 19:02:23.467007+00,16,2482
422,3,2024-05-15 19:02:23.467007+00,17,2482
423,4,2024-05-15 19:02:23.467007+00,12,2483
424,10,2024-05-15 19:02:23.467007+00,13,2483
425,9,2024-05-15 19:02:23.467007+00,14,2483
426,4,2024-05-15 19:02:23.467007+00,15,2483
427,1,2024-05-15 19:02:23.467007+00,16,2483
428,3,2024-05-15 19:02:23.467007+00,17,2483
429,2,2024-05-15 19:02:23.467007+00,12,2484
430,7,2024-05-15 19:02:23.467007+00,13,2484
431,4,2024-05-15 19:02:23.467007+00,14,2484
432,7,2024-05-15 19:02:23.467007+00,15,2484
433,9,2024-05-15 19:02:23.467007+00,16,2484
434,5,2024-05-15 19:02:23.467007+00,17,2484
435,4,2024-05-15 19:02:23.467007+00,12,2485
436,5,2024-05-15 19:02:23.467007+00,13,2485
437,10,2024-05-15 19:02:23.467007+00,14,2485
438,7,2024-05-15 19:02:23.467007+00,15,2485
439,8,2024-05-15 19:02:23.467007+00,16,2485
440,9,2024-05-15 19:02:23.467007+00,17,2485
441,6,2024-05-15 19:02:23.467007+00,12,2486
442,6,2024-05-15 19:02:23.467007+00,13,2486
443,2,2024-05-15 19:02:23.467007+00,14,2486
444,8,2024-05-15 19:02:23.467007+00,15,2486
445,5,2024-05-15 19:02:23.467007+00,16,2486
446,10,2024-05-15 19:02:23.467007+00,17,2486
447,1,2024-05-15 19:02:23.467007+00,1,2489
448,8,2024-05-15 19:02:23.467007+00,2,2489
449,3,2024-05-15 19:02:23.467007+00,3,2489
450,4,2024-05-15 19:02:23.467007+00,4,2489
451,4,2024-05-15 19:02:23.467007+00,5,2489
452,2,2024-05-15 19:02:23.467007+00,6,2489
453,2,2024-05-15 19:02:23.467007+00,7,2489
454,10,2024-05-15 19:02:23.467007+00,8,2489
455,4,2024-05-15 19:02:23.467007+00,9,2489
456,7,2024-05-15 19:02:23.467007+00,10,2489
457,3,2024-05-15 19:02:23.467007+00,11,2489
458,2,2024-05-15 19:02:23.467007+00,1,2490
459,9,2024-05-15 19:02:23.467007+00,2,2490
460,6,2024-05-15 19:02:23.467007+00,3,2490
461,5,2024-05-15 19:02:23.467007+00,4,2490
462,4,2024-05-15 19:02:23.467007+00,5,2490
463,9,2024-05-15 19:02:23.467007+00,6,2490
464,7,2024-05-15 19:02:23.467007+00,7,2490
465,5,2024-05-15 19:02:23.467007+00,8,2490
466,5,2024-05-15 19:02:23.467007+00,9,2490
467,6,2024-05-15 19:02:23.467007+00,10,2490
468,5,2024-05-15 19:02:23.467007+00,11,2490
469,6,2024-05-15 19:02:23.467007+00,12,2554
470,10,2024-05-15 19:02:23.467007+00,13,2554
471,4,2024-05-15 19:02:23.467007+00,14,2554
472,2,2024-05-15 19:02:23.467007+00,15,2554
473,9,2024-05-15 19:02:23.467007+00,16,2554
474,3,2024-05-15 19:02:23.467007+00,17,2554
475,6,2024-05-15 19:02:23.467007+00,12,2555
476,3,2024-05-15 19:02:23.467007+00,13,2555
477,9,2024-05-15 19:02:23.467007+00,14,2555
478,7,2024-05-15 19:02:23.467007+00,15,2555
479,9,2024-05-15 19:02:23.467007+00,16,2555
480,9,2024-05-15 19:02:23.467007+00,17,2555
481,7,2024-05-15 19:02:23.467007+00,12,2557
482,3,2024-05-15 19:02:23.467007+00,13,2557
483,2,2024-05-15 19:02:23.467007+00,14,2557
484,2,2024-05-15 19:02:23.467007+00,15,2557
485,7,2024-05-15 19:02:23.467007+00,16,2557
486,9,2024-05-15 19:02:23.467007+00,17,2557
487,5,2024-05-15 19:02:23.467007+00,12,2564
488,2,2024-05-15 19:02:23.467007+00,13,2564
489,4,2024-05-15 19:02:23.467007+00,14,2564
490,3,2024-05-15 19:02:23.467007+00,15,2564
491,2,2024-05-15 19:02:23.467007+00,16,2564
492,8,2024-05-15 19:02:23.467007+00,17,2564
493,1,2024-05-15 19:02:23.467007+00,12,2576
494,3,2024-05-15 19:02:23.467007+00,13,2576
495,3,2024-05-15 19:02:23.467007+00,14,2576
496,7,2024-05-15 19:02:23.467007+00,15,2576
497,6,2024-05-15 19:02:23.467007+00,16,2576
498,8,2024-05-15 19:02:23.467007+00,17,2576
499,4,2024-05-15 19:02:23.467007+00,12,2577
500,7,2024-05-15 19:02:23.467007+00,13,2577
501,1,2024-05-15 19:02:23.467007+00,14,2577
502,10,2024-05-15 19:02:23.467007+00,15,2577
503,7,2024-05-15 19:02:23.467007+00,16,2577
504,5,2024-05-15 19:02:23.467007+00,17,2577
505,4,2024-05-15 19:02:23.467007+00,12,2586
506,5,2024-05-15 19:02:23.467007+00,13,2586
507,5,2024-05-15 19:02:23.467007+00,14,2586
508,2,2024-05-15 19:02:23.467007+00,15,2586
509,4,2024-05-15 19:02:23.467007+00,16,2586
510,7,2024-05-15 19:02:23.467007+00,17,2586
511,8,2024-05-15 19:02:23.467007+00,12,2587
512,1,2024-05-15 19:02:23.467007+00,13,2587
513,9,2024-05-15 19:02:23.467007+00,14,2587
514,2,2024-05-15 19:02:23.467007+00,15,2587
515,2,2024-05-15 19:02:23.467007+00,16,2587
516,5,2024-05-15 19:02:23.467007+00,17,2587
